20340,MD_EL_A17T,EL-A17T,EL-A17T,118,16412000,1,4399715,3821373,1,1542,1742,355,42,173,143,77,148,202,84,10,12,2,0,80,103298709,220,125,1104,240,460000,0,0,0,0,0,0,7319,10000,25668,10000,25669,10000,25723,10000,6751,10000,0,0,0,0,0,0,0,0,27305,1
20341,MD_E_EA1L,E-EA1L,E-EA1L,116,24810,1,4480,4080,2,1041,1041,101,37,80,46,45,71,95,32,10,12,1,0,60,33566869,155,741,1536,480,0,0,0,0,0,0,0,7213,4000,25669,5,975,5,0,0,0,0,0,0,0,0,0,0,0,0,27320,1
20342,MD_E_EA2S,E-EA2S,E-EA2S,117,26200,1,4540,3990,3,1085,1514,101,37,110,75,47,49,86,61,10,12,2,0,60,12437,165,1152,1152,336,0,0,0,0,0,0,0,7512,4000,25668,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20343,MD_E_13EN0,E-13EN0,E-13EN0,118,26840,1,4640,4160,1,1081,1281,72,29,95,76,38,76,86,61,10,12,1,5,81,12437,180,680,576,240,0,0,0,0,0,0,0,938,500,7565,700,7326,700,757,500,985,5,25723,5,0,0,0,0,0,0,0,0
20344,MD_VENOM_BUG,Chemical Bug,Chemical Bug,117,10000,1,4640,4160,1,1027,1427,101,37,110,75,47,49,500,61,10,12,2,0,40,70713344,2000,720,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20345,MD_CONSTANT,Chemical Bomb,Chemical Bomb,117,30000,1,4640,4160,1,1000,1000,101,37,110,75,47,49,500,61,10,12,2,0,40,70713352,2000,720,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20346,MD_MIGUEL,Miguel,Miguel,115,8600000,1,750000,525000,1,3787,5527,216,95,192,115,28,66,179,85,10,12,1,7,84,103297173,300,1480,670,240,750000,0,0,0,0,0,0,1029,10000,25669,10000,25668,10000,25723,10000,0,0,0,0,0,0,0,0,0,0,27318,1
20347,MD_MIGUEL_G,????,????,115,8600000,1,750000,525000,1,3787,5527,216,95,192,115,28,66,179,85,10,12,1,7,84,103297173,300,1480,670,240,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20348,MD_A013_CAPUT,Incomplete Twin Caput,Incomplete Twin Caput,110,31000,1,440,360,1,945,1305,79,40,115,85,81,92,121,47,10,12,1,7,47,12437,150,1180,480,360,0,0,0,0,0,0,0,7511,450,1050,5000,1044,2000,6089,5000,25723,5,0,0,0,0,0,0,0,0,0,0
20349,MD_A013_DOLOR,Incomplete Dolor,Incomplete Dolor,111,31000,1,440,360,1,856,1176,42,65,105,45,42,88,180,65,10,12,1,7,65,12437,180,1640,380,210,0,0,0,0,0,0,0,7012,200,7560,600,1019,5000,25723,5,7563,500,0,0,0,0,0,0,0,0,0,0
20350,MD_A013_BELLARE,Incomplete Bellare,Incomplete Bellare,112,38000,1,750,750,9,1131,1587,76,15,107,82,44,26,146,62,10,14,1,7,40,12437,160,761,210,140,0,0,0,0,0,0,0,25129,1000,757,500,985,5,25729,1000,6213,400,25669,5,0,0,0,0,0,0,0,0
20351,MD_MANHOLE2,Ghost,Ghost,1,10000,1,750,750,2,402,602,200,10,1,1,1,1,500,1,10,12,0,4,88,104267940,1000,330,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20352,MD_POMPOM,PomPom,PomPom,112,35000,1,0,0,1,859,1201,85,42,63,84,12,55,138,12,10,12,1,0,65,149,350,768,1440,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20353,MD_CROB,Failed Experiment,Failed Experiment,111,3441000,1,1959000,946500,5,2991,4351,42,65,160,77,100,40,235,55,10,12,0,0,20,102772885,200,1640,380,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20355,EP17_1_BELLARE1,Bellare,Bellare,120,29619,1,5585,4470,9,848,1184,146,27,56,72,43,53,131,67,10,12,1,7,40,12437,160,761,210,140,0,0,0,0,0,0,0,25159,1000,757,500,985,50,25723,5,25669,5,6213,10,0,0,0,0,0,0,27306,1
20356,EP17_1_BELLARE2,Greater Bellare,Greater Bellare,165,473302,1,71700,50100,9,2247,3228,263,37,119,101,90,79,172,93,10,12,1,7,60,33566869,160,761,210,140,0,0,0,0,0,0,0,757,200,985,70,6213,30,25159,2000,25669,150,25723,150,0,0,0,0,0,0,27307,1
20357,EP17_1_SANARE1,Sanare,Sanare,120,30159,1,5585,4470,1,783,1089,200,27,51,51,70,63,117,77,10,12,1,8,47,12437,160,962,362,240,0,0,0,0,0,0,0,25279,700,25159,1000,984,5,25669,5,6213,10,0,0,0,0,0,0,0,0,27308,1
20358,EP17_1_SANARE2,Greater Sanare,Greater Sanare,168,482327,1,71700,50100,1,2108,3023,276,41,109,97,96,141,139,77,10,12,1,8,67,33566869,160,962,362,240,0,0,0,0,0,0,0,25159,2000,757,200,985,500,6213,30,25669,150,25723,150,0,0,0,0,0,0,27309,1
20359,EP17_1_PLAGA1,Plaga,Plaga,164,466948,1,70750,49525,1,2669,3850,160,38,144,60,39,113,125,70,10,12,1,9,40,102774421,250,1280,1080,240,0,0,0,0,0,0,0,25723,50,943,350,7123,600,721,50,0,0,0,0,0,0,0,0,0,0,27310,1
20360,EP17_1_PLAGA2,Mutant Plaga,Mutant Plaga,178,760548,1,115235,80665,1,3881,5634,215,71,197,93,63,134,172,90,10,12,1,9,40,33566869,250,1280,1080,240,0,0,0,0,0,0,0,7326,5000,943,1000,7123,600,721,1500,25723,150,0,0,0,0,0,0,0,0,27311,1
20361,EP17_1_DOLOR1,Dolor,Dolor,122,1099,1550,7445,5950,5,1099,1550,227,28,74,71,83,69,111,2,10,14,1,7,45,12437,180,1640,380,210,0,0,0,0,0,0,0,25723,5,1019,5000,7012,200,7560,600,7563,500,0,0,0,0,0,0,0,0,27312,1
